V,J,w,dprime,P,th,R,Ptilde(y1),Jtilde,M,
       -20.2418,         0.4402,         0.8978,         0.0195,         0.2520,         1.0163,         0.0278,         0.1414,         0.4402,  1891,
       -20.2404,         0.4391,         0.8936,         0.0195,         0.2514,         1.0111,         0.0276,         0.1414,         0.4391,  1891,
       -20.2389,         0.4379,         0.8926,         0.0195,         0.2507,         1.0059,         0.0274,         0.1404,         0.4379,  1892,
       -20.2375,         0.4368,         0.8938,         0.0195,         0.2501,         1.0008,         0.0272,         0.1404,         0.4368,  1892,
       -20.2360,         0.4357,         0.8949,         0.0195,         0.2495,         0.9956,         0.0270,         0.1393,         0.4357,  1893,
       -20.2345,         0.4346,         0.8960,         0.0195,         0.2488,         0.9905,         0.0268,         0.1393,         0.4346,  1893,
       -20.2331,         0.4334,         0.8972,         0.0195,         0.2482,         0.9853,         0.0266,         0.1393,         0.4334,  1893,
       -20.2316,         0.4323,         0.8983,         0.0195,         0.2475,         0.9801,         0.0264,         0.1383,         0.4323,  1894,
       -20.2302,         0.4311,         0.8994,         0.0195,         0.2468,         0.9749,         0.0262,         0.1383,         0.4311,  1894,
       -20.2287,         0.4300,         0.9006,         0.0195,         0.2462,         0.9697,         0.0260,         0.1372,         0.4300,  1895,
       -20.2273,         0.4289,         0.9017,         0.0195,         0.2455,         0.9645,         0.0258,         0.1372,         0.4289,  1895,
       -20.2258,         0.4277,         0.9029,         0.0195,         0.2448,         0.9593,         0.0256,         0.1362,         0.4277,  1896,
       -20.2243,         0.4266,         0.9040,         0.0195,         0.2442,         0.9541,         0.0254,         0.1362,         0.4266,  1896,
       -20.2229,         0.4254,         0.9052,         0.0195,         0.2435,         0.9489,         0.0252,         0.1362,         0.4254,  1896,
       -20.2214,         0.4243,         0.9009,         0.0195,         0.2428,         0.9437,         0.0250,         0.1351,         0.4243,  1897,
       -20.2200,         0.4231,         0.8956,         0.0195,         0.2421,         0.9386,         0.0248,         0.1351,         0.4231,  1897,
       -20.2185,         0.4220,         0.8967,         0.0195,         0.2415,         0.9335,         0.0246,         0.1340,         0.4220,  1898,
       -20.2171,         0.4209,         0.8978,         0.0195,         0.2408,         0.9284,         0.0244,         0.1340,         0.4209,  1898,
       -20.2156,         0.4197,         0.8990,         0.0195,         0.2401,         0.9233,         0.0242,         0.1330,         0.4197,  1899,
       -20.2141,         0.4186,         0.8979,         0.0195,         0.2394,         0.9182,         0.0240,         0.1330,         0.4186,  1899,
       -20.2127,         0.4174,         0.8991,         0.0195,         0.2388,         0.9131,         0.0238,         0.1330,         0.4174,  1899,
       -20.2112,         0.4163,         0.9002,         0.0195,         0.2381,         0.9080,         0.0236,         0.1319,         0.4163,  1900,
       -20.2098,         0.4152,         0.9014,         0.0195,         0.2374,         0.9029,         0.0234,         0.1319,         0.4152,  1900,
       -20.2083,         0.4140,         0.9025,         0.0195,         0.2367,         0.8978,         0.0233,         0.1319,         0.4140,  1900,
       -20.2069,         0.4129,         0.9037,         0.0195,         0.2360,         0.8926,         0.0231,         0.1308,         0.4129,  1901,
       -20.2054,         0.4117,         0.9048,         0.0195,         0.2353,         0.8875,         0.0229,         0.1308,         0.4117,  1901,
       -20.2039,         0.4106,         0.9060,         0.0195,         0.2346,         0.8824,         0.0227,         0.1297,         0.4106,  1902,
       -20.2025,         0.4094,         0.9071,         0.0195,         0.2339,         0.8772,         0.0225,         0.1297,         0.4094,  1902,
       -20.2010,         0.4083,         0.9006,         0.0195,         0.2332,         0.8721,         0.0223,         0.1297,         0.4083,  1902,
       -20.1996,         0.4071,         0.9018,         0.0195,         0.2325,         0.8671,         0.0221,         0.1286,         0.4071,  1903,
       -20.1981,         0.4060,         0.9029,         0.0195,         0.2318,         0.8620,         0.0219,         0.1275,         0.4060,  1904,
       -20.1967,         0.4048,         0.9041,         0.0195,         0.2311,         0.8570,         0.0217,         0.1275,         0.4048,  1904,
       -20.1952,         0.4037,         0.9052,         0.0195,         0.2304,         0.8519,         0.0216,         0.1264,         0.4037,  1905,
       -20.1937,         0.4025,         0.9064,         0.0195,         0.2297,         0.8468,         0.0214,         0.1264,         0.4025,  1905,
       -20.1923,         0.4013,         0.9076,         0.0195,         0.2289,         0.8417,         0.0212,         0.1264,         0.4013,  1905,
       -20.1908,         0.4002,         0.9011,         0.0195,         0.2282,         0.8366,         0.0210,         0.1253,         0.4002,  1906,
       -20.1894,         0.3990,         0.9022,         0.0195,         0.2275,         0.8316,         0.0208,         0.1253,         0.3990,  1906,
       -20.1879,         0.3979,         0.9034,         0.0195,         0.2268,         0.8266,         0.0206,         0.1253,         0.3979,  1906,
       -20.1865,         0.3967,         0.9045,         0.0195,         0.2261,         0.8216,         0.0205,         0.1242,         0.3967,  1907,
       -20.1850,         0.3956,         0.9035,         0.0195,         0.2253,         0.8166,         0.0203,         0.1242,         0.3956,  1907,
       -20.1835,         0.3944,         0.9046,         0.0195,         0.2246,         0.8116,         0.0201,         0.1231,         0.3944,  1908,
       -20.1821,         0.3933,         0.9058,         0.0195,         0.2239,         0.8066,         0.0199,         0.1231,         0.3933,  1908,
       -20.1806,         0.3921,         0.9069,         0.0195,         0.2231,         0.8016,         0.0197,         0.1231,         0.3921,  1908,
       -20.1792,         0.3910,         0.9081,         0.0195,         0.2224,         0.7965,         0.0196,         0.1220,         0.3910,  1909,
       -20.1777,         0.3898,         0.9093,         0.0195,         0.2217,         0.7915,         0.0194,         0.1220,         0.3898,  1909,
       -20.1763,         0.3886,         0.9104,         0.0195,         0.2209,         0.7865,         0.0192,         0.1209,         0.3886,  1910,
       -20.1748,         0.3875,         0.9116,         0.0195,         0.2202,         0.7815,         0.0190,         0.1209,         0.3875,  1910,
       -20.1733,         0.3863,         0.9128,         0.0195,         0.2194,         0.7764,         0.0189,         0.1198,         0.3863,  1911,
       -20.1719,         0.3851,         0.9084,         0.0195,         0.2186,         0.7714,         0.0187,         0.1198,         0.3851,  1911,
       -20.1704,         0.3839,         0.9095,         0.0195,         0.2179,         0.7664,         0.0185,         0.1187,         0.3839,  1912,
       -20.1690,         0.3828,         0.9107,         0.0195,         0.2171,         0.7614,         0.0183,         0.1187,         0.3828,  1912,
       -20.1675,         0.3816,         0.9097,         0.0195,         0.2164,         0.7564,         0.0182,         0.1187,         0.3816,  1912,
       -20.1661,         0.3804,         0.9108,         0.0195,         0.2156,         0.7515,         0.0180,         0.1176,         0.3804,  1913,
       -20.1646,         0.3793,         0.9120,         0.0195,         0.2148,         0.7465,         0.0178,         0.1176,         0.3793,  1913,
       -20.1631,         0.3781,         0.9132,         0.0195,         0.2141,         0.7415,         0.0176,         0.1176,         0.3781,  1913,
       -20.1617,         0.3769,         0.9121,         0.0195,         0.2133,         0.7365,         0.0175,         0.1164,         0.3769,  1914,
       -20.1602,         0.3757,         0.9133,         0.0195,         0.2125,         0.7316,         0.0173,         0.1164,         0.3757,  1914,
       -20.1588,         0.3746,         0.9145,         0.0195,         0.2117,         0.7266,         0.0171,         0.1153,         0.3746,  1915,
       -20.1573,         0.3734,         0.9156,         0.0195,         0.2110,         0.7216,         0.0170,         0.1153,         0.3734,  1915,
       -20.1559,         0.3722,         0.9168,         0.0195,         0.2102,         0.7166,         0.0168,         0.1141,         0.3722,  1916,
       -20.1544,         0.3710,         0.9180,         0.0195,         0.2094,         0.7117,         0.0166,         0.1141,         0.3710,  1916,
       -20.1529,         0.3698,         0.9136,         0.0195,         0.2086,         0.7067,         0.0165,         0.1141,         0.3698,  1916,
       -20.1515,         0.3687,         0.9125,         0.0195,         0.2078,         0.7018,         0.0163,         0.1130,         0.3687,  1917,
       -20.1500,         0.3675,         0.9137,         0.0195,         0.2070,         0.6969,         0.0161,         0.1130,         0.3675,  1917,
